"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Blattodea&show=coords,acconly"
"Access Time","Mon 2017-03-13 20:35:32 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Blattodea"
"","timerule","major"
"","taxon_status","all"
"","show","coords,acconly"
"Elapsed Time","0.168"
"Records Found","2578"
"Records Returned","2578"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat"
"1044575","occ","","","122604","Phyloblatta virginiana","species","233402","Asselian","","298.9","295.5","37094","-80.063004","39.665001"
"1044576","occ","","","122604","Phyloblatta vulgata","species","233401","Asselian","","298.9","295.5","37094","-80.063004","39.665001"
"1044577","occ","","","122604","Phyloblatta mortua","species","233398","Asselian","","298.9","295.5","37094","-80.063004","39.665001"
"1044578","occ","","","122604","Phyloblatta arcuata","species","233397","Asselian","","298.9","295.5","37094","-80.063004","39.665001"
"1044579","occ","","","122604","Phyloblatta elatior","species","233394","Asselian","","298.9","295.5","37094","-80.063004","39.665001"
"1044580","occ","","","122604","Phyloblatta dichotoma","species","233395","Asselian","","298.9","295.5","37094","-80.063004","39.665001"
"1044581","occ","","","122604","Phyloblatta fracta","species","233396","Asselian","","298.9","295.5","37094","-80.063004","39.665001"
"1044582","occ","","","122604","Phyloblatta abbreviata","species","233390","Asselian","","298.9","295.5","37094","-80.063004","39.665001"
"1044583","occ","","","122604","Phyloblatta regularis","species","233258","Asselian","","298.9","295.5","37094","-80.063004","39.665001"
"1044584","occ","","","122604","Phyloblatta cassvilleana","species","233257","Asselian","","298.9","295.5","37094","-80.063004","39.665001"
"1044585","occ","","","122604","Phyloblatta macroptera","species","233245","Asselian","","298.9","295.5","37094","-80.063004","39.665001"
"1044586","occ","","","127936","Xenoblatta ornatissima","species","232776","Asselian","Sakmarian","298.9","290.1","11327","7.210000","49.514999"
"1044587","occ","","","128322","Gondwanoblatta reticulata","species","232772","Artinskian","","290.1","279.3","35209","74.940002","34.060001"
"1044593","occ","","","128320","Archimylacridae","family","191946","Asselian","","298.9","295.5","50896","12.873000","50.255001"
"1044594","occ","","","128277","Laiyangia paradoxiformis","species","237738","Aptian","","125","113","53855","120.964996","37.049999"
"1045259","occ","","","128415","Opsiomylacris (Opsiomylacris) densistriata","species","311027","Stephanian C","","303.4","301.2","53827","10.366000","50.890999"
"1045649","occ","","","125736","Opsiomylacris densistriata","species","236455","Stephanian C","","303.4","301.2","41102","11.950000","51.634998"
"1045650","occ","","","128477","Opsiomylacris phyloblattoidea","species","236454","Asselian","Sakmarian","298.9","290.1","41102","10.665278","51.585278"
"1045651","occ","","","128477","Compsoblattidae","family","236369","Asselian","Sakmarian","298.9","290.1","41102","10.665278","51.585278"
"1045652","occ","","","128478","Compsoblatta","genus","234514","Sakmarian","","295.5","290.1","41102","10.860000","50.680000"
"1045653","occ","","","125736","Compsoblatta nobilis","species","226835","Stephanian C","","303.4","301.2","41102","11.950000","51.634998"
"1045654","occ","","","125736","Compsoblatta anthracophila","species","201075","Stephanian C","","303.4","301.2","41102","11.950000","51.634998"
"1045655","occ","","","125736","Compsoblatta plana","species","226655","Stephanian C","","303.4","301.2","41102","11.950000","51.634998"
"1045656","occ","","","125736","Sysciophlebia subtilis","species","226948","Stephanian C","","303.4","301.2","41102","11.950000","51.634998"
"1045658","occ","","","127934","Sysciophlebia balteata","species","201283","Asselian","Sakmarian","298.9","290.1","41102","7.269722","49.433613"
"1045659","occ","","","155777","Sysciophlebia hercynica","species","236134","Asselian","","298.9","295.5","41102","10.785000","51.580002"
"1045680","occ","","","128485","Archimylacridae","family","191946","Sakmarian","","295.5","290.1","51277","10.753000","50.639000"
"1045682","occ","","","128485","Archimylacridae","family","191946","Sakmarian","","295.5","290.1","51277","10.753000","50.639000"
"1045724","occ","","","127934","Anthracoblattina rueckerti","species","201163","Asselian","Sakmarian","298.9","290.1","41102","7.269722","49.433613"
"1045725","occ","","","128485","Anthracoblattina porrecta","species","201156","Sakmarian","","295.5","290.1","51277","10.753000","50.639000"
"1045726","occ","","","111009","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","41102","11.948000","51.632000"
"1045727","occ","","","111009","Xenoblatta muetzei","species","236323","Stephanian C","","303.4","301.2","41102","11.948000","51.632000"
"1045728","occ","","","125736","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","41102","11.950000","51.634998"
"1045729","occ","","","122579","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","41102","11.901000","51.637001"
"1046022","occ","","","127934","Phyloblatta flabellata","species","201073","Asselian","Sakmarian","298.9","290.1","41102","7.269722","49.433613"
"1046023","occ","","","128548","Phyloblatta flabellata","species","201073","Sakmarian","","295.5","290.1","41102","10.885000","50.450001"
"1046024","occ","","","125736","Phyloblatta splendens","species","222373","Stephanian C","","303.4","301.2","41102","11.950000","51.634998"
"1046025","occ","","","128478","Phyloblatta gimmi","species","236312","Sakmarian","","295.5","290.1","41102","10.860000","50.680000"
"1046035","occ","","","125736","Phyloblatta amabilis","species","226693","Stephanian C","","303.4","301.2","41102","11.950000","51.634998"
"1046037","occ","","","111009","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","41102","11.948000","51.632000"
"1046039","occ","","","127934","Xenoblatta ornatissima","species","232776","Asselian","Sakmarian","298.9","290.1","41102","7.269722","49.433613"
"1046044","occ","","","128552","Periplaneta lacera","species","238377","Middle Miocene","","15.97","11.608","16579","118.714996","36.549999"
"1046046","occ","","","128552","Glyptotermes shandongianus","species","238378","Middle Miocene","","15.97","11.608","16579","118.714996","36.549999"
"1046064","occ","","","128551","Periplaneta hylecoeta","species","238376","Middle Miocene","","15.97","11.608","16579","118.714996","36.549999"
"1046065","occ","","","128551","Phantocephalus meridionalis","species","71379","Middle Miocene","","15.97","11.608","16579","118.714996","36.549999"
"1046094","occ","","","128548","Anthracoblattina rueckerti","species","201163","Sakmarian","","295.5","290.1","41102","10.885000","50.450001"
"1046095","occ","","","155777","Anthracoblattina rueckerti","species","201163","Asselian","","298.9","295.5","41102","10.785000","51.580002"
"1048237","occ","","","128986","Manoblatta chalardi","species","239144","Westphalian B","","314.6","314.6","42051","2.948056","50.458611"
"1051406","occ","","","129714","Blattodea","order","170227","Stephanian","","306.95","298.9","49442","5.770000","44.919998"
"1060997","occ","","","131053","Manoblatta schmidtii","species","242218","Westphalian A","","318.1","314.6","42334","6.590000","51.493999"
"1066061","occ","","","153651","Liadoblattina blakei","species","201883","Early Toarcian","","183","182","43005","-1.980000","52.020000"
"1066133","occ","29664","","115222","Caloblattina liasina","species","221991","Rhaetian","","208.5","201.3","47505","-2.216667","51.929443"
"1066139","occ","29374","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","35209","12.105000","53.615002"
"1066140","occ","29378","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","35209","12.105000","53.615002"
"1066141","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","50580","12.105000","53.615002"
"1066142","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","35209","12.105000","53.615002"
"1066143","occ","","","123987","Blattula geinitzi","species","201901","Early Toarcian","","183","182","35209","12.105000","53.615002"
"1066144","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","49169","12.105000","53.615002"
"1066145","occ","29665","","113961","Blattula incompleta","species","242095","Rhaetian","","208.5","201.3","47505","-2.140000","52.060001"
"1066146","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","50580","12.105000","53.615002"
"1066147","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","35209","12.105000","53.615002"
"1066148","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","35209","12.105000","53.615002"
"1066149","occ","","","123987","Caloblattina mathildae","species","201879","Early Toarcian","","183","182","35209","12.105000","53.615002"
"1066150","occ","","","131766","Schambeloblattina formosa","species","242105","Angulata","","201.3","196.5","49724","8.233333","47.466667"
"1066151","occ","29666","","115222","Actinoblattula brodiei","species","242108","Rhaetian","","208.5","201.3","35209","-2.216667","51.929443"
"1066159","occ","","","131766","Mesoblattina angustata","species","242109","Angulata","","201.3","196.5","50652","8.233333","47.466667"
"1066160","occ","","","131766","Mesoblattinidae","family","56640","Angulata","","201.3","196.5","50652","8.233333","47.466667"
"1066161","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","35209","12.105000","53.615002"
"1066162","occ","","","123987","Liadoblattina blakei","species","201883","Early Toarcian","","183","182","35209","12.105000","53.615002"
"1066648","occ","","","131930","Aissoblatta brachyna","species","243491","Capitanian","","265.1","259.9","42530","113.459999","34.160000"
"1066655","occ","","","131934","Phyloblatta parviradia","species","243492","Guadalupian","","272.3","259.9","42531","113.108002","34.715000"
"1069953","occ","","","114060","Parallelophora anomala","species","245099","Lutetian","","47.8","41.3","42651","11.953611","51.321945"
"1069954","occ","","","114060","Parallelophora acuta","species","245100","Lutetian","","47.8","41.3","42651","11.953611","51.321945"
"1069955","occ","","","114060","Telmablatta impar","species","245102","Lutetian","","47.8","41.3","42651","11.953611","51.321945"
"1069956","occ","","","114060","Isoplates longipennis","species","245104","Lutetian","","47.8","41.3","42651","11.953611","51.321945"
"1069957","occ","","","114060","Blattodea","order","170227","Lutetian","","47.8","41.3","42651","11.953611","51.321945"
"1069959","occ","","","114060","Eotermes multivenosus","species","245283","Lutetian","","47.8","41.3","42651","11.953611","51.321945"
"1070965","occ","","","117610","Parvifuzia peregrina","species","246007","Callovian","Oxfordian","166.1","157.3","42781","119.238609","41.316387"
"1074394","occ","","","133535","Ctenoblattina arcta","species","247413","Late Berriasian","","145","140.2","43005","-1.950000","50.599998"
"1074395","occ","29615","","104008","Nannoblattina pinna","species","247415","Middle Berriasian","","145","140.2","47505","-1.980000","51.080002"
"1074396","occ","","","133535","Artitocoblatta gossi","species","247419","Late Berriasian","","145","140.2","43005","-1.950000","50.599998"
"1074397","occ","","","104008","Mesoblattina stricklandi","species","247417","Middle Berriasian","","145","140.2","50041","-1.980000","51.080002"
"1074398","occ","","","133536","Blattula disjuncta","species","247421","Berriasian","","145","139.8","43005","-2.020000","51.090000"
"1074399","occ","29528","","105966","Mesoblattina symyrus","species","247453","Early Berriasian","","145","140.2","47505","-1.950000","50.605000"
"1074400","occ","29529","","105966","Rithma purbeccensis","species","247379","Early Berriasian","","145","140.2","47505","-1.950000","50.605000"
"1074403","occ","29546","","117342","Mesoblattina elongata","species","247429","Late Berriasian","","145","140.2","47505","-1.950000","50.605000"
"1074405","occ","","","117342","Blattidium molossus","species","247445","Late Berriasian","","145","140.2","49700","-1.950000","50.605000"
"1074406","occ","","","133535","Rithma daltoni","species","247380","Late Berriasian","","145","140.2","43005","-1.950000","50.599998"
"1074407","occ","","","133535","Rithma westwoodi","species","247378","Late Berriasian","","145","140.2","43005","-1.950000","50.599998"
"1074408","occ","","","133535","Mesoblattina swintoni","species","247427","Late Berriasian","","145","140.2","43005","-1.950000","50.599998"
"1074409","occ","","","133535","Mesoblattina higginsii","species","247428","Late Berriasian","","145","140.2","43005","-1.950000","50.599998"
"1074410","occ","","","133535","Malmoblattina murrayi","species","247431","Late Berriasian","","145","140.2","43005","-1.950000","50.599998"
"1074411","occ","","","133535","Malmoblattina brodiei","species","247382","Late Berriasian","","145","140.2","43005","-1.950000","50.599998"
"1074412","occ","","","133535","Malmoblattina mantelli","species","247408","Late Berriasian","","145","140.2","43005","-1.950000","50.599998"
"1074413","occ","","","133535","Malmoblattina hopei","species","247432","Late Berriasian","","145","140.2","43005","-1.950000","50.599998"
"1074414","occ","","","133535","Malmoblattina peachi","species","247433","Late Berriasian","","145","140.2","43005","-1.950000","50.599998"
"1074415","occ","29616","","104008","Elisama minor","species","247448","Middle Berriasian","","145","140.2","47505","-1.980000","51.080002"
"1074416","occ","","","133535","Malmoblattina bucktoni","species","247449","Late Berriasian","","145","140.2","43005","-1.950000","50.599998"
"1074417","occ","","","133535","Mesoblattina kirkbyi","species","247450","Late Berriasian","","145","140.2","43005","-1.950000","50.599998"
"1074419","occ","29617","","104008","Elisama kneri","species","247447","Middle Berriasian","","145","140.2","47505","-1.980000","51.080002"
"1074422","occ","","","105966","Blattidium symyrus","species","247527","Early Berriasian","","145","140.2","49700","-1.950000","50.605000"
"1074425","occ","29618","","104008","Nannoblattina similis","species","247454","Middle Berriasian","","145","140.2","47505","-1.980000","51.080002"
"1074426","occ","","","133535","Blattula prestwichii","species","247456","Late Berriasian","","145","140.2","43005","-1.950000","50.599998"
"1074445","occ","","","133536","Nannoblattina woodwardi","species","247457","Berriasian","","145","139.8","43005","-2.020000","51.090000"
"1074446","occ","","","133535","Dipluroblattina bailyi","species","247458","Late Berriasian","","145","140.2","43005","-1.950000","50.599998"
"1074448","occ","","","133535","Diechoblattina wallacei","species","247461","Late Berriasian","","145","140.2","43005","-1.950000","50.599998"
"1074449","occ","","","133535","Mesoblattina eatoni","species","247462","Late Berriasian","","145","140.2","43005","-1.950000","50.599998"
"1074451","occ","29547","","117342","Mesoblattina anceps","species","247463","Late Berriasian","","145","140.2","47505","-1.950000","50.605000"
"1074453","occ","29619","","104008","Mesoblattina kollari","species","247467","Middle Berriasian","","145","140.2","47505","-1.980000","51.080002"
"1074454","occ","29620","","104008","Mesoblattina recta","species","247470","Middle Berriasian","","145","140.2","47505","-1.980000","51.080002"
"1074455","occ","29522","","105966","Mesoblattina exigua","species","247473","Early Berriasian","","145","140.2","43005","-1.950000","50.605000"
"1074456","occ","","","124689","Mesoblattinidae","family","56640","Rhaetian","","208.5","201.3","43005","-2.000000","52.000000"
"1074457","occ","","","133535","Rhipidoblattina bucklandi","species","247511","Late Berriasian","","145","140.2","35209","-1.950000","50.599998"
"1074765","occ","","","114696","Ophismoblatta sibirica","species","247374","Toarcian","","182.7","174.1","44508","100.309998","54.169998"
"1074766","occ","","","114696","Blattodea","order","170227","Toarcian","","182.7","174.1","44508","100.309998","54.169998"
"1074767","occ","","","133535","Elisama scudderi","species","247513","Late Berriasian","","145","140.2","35209","-1.950000","50.599998"
"1074769","occ","","","133579","Mesoblattina deichmulleri","species","247530","Early Tithonian","","150.8","145","35209","11.145000","48.910000"
"1074772","occ","","","123144","Megalocerca longipes","species","247542","Early Tithonian","","150.8","145","35209","11.145000","48.910000"
"1074773","occ","29553","","117342","Blattoidea","superfamily","191945","Late Berriasian","","145","140.2","35209","-1.950000","50.605000"
"1074924","occ","","","133665","Phyloblatta","genus","175496","Stephanian C","","303.4","301.2","43075","8.600000","49.900002"
"1074968","occ","","","114141","Moravamylacris ricanyensis","species","232426","Asselian","","298.9","295.5","41232","14.673000","49.986000"
"1074969","occ","","","133680","Moravamylacris","genus","222103","Asselian","","298.9","295.5","41232","16.590000","49.520000"
"1074970","occ","","","133680","Opsiomylacris svitaviensis","species","232424","Asselian","","298.9","295.5","41232","16.590000","49.520000"
"1074971","occ","","","133681","Opsiomylacris svitaviensis","species","232424","Asselian","","298.9","295.5","41232","16.599001","49.507999"
"1074972","occ","","","133681","Opsiomylacris","genus","222106","Asselian","","298.9","295.5","41232","16.599001","49.507999"
"1074973","occ","","","114186","Opsiomylacris svitaviensis","species","232424","Sakmarian","","295.5","290.1","41232","16.603500","49.458000"
"1074974","occ","","","114186","Opsiomylacris","genus","222106","Sakmarian","","295.5","290.1","41232","16.603500","49.458000"
"1074975","occ","","","114186","Moravamylacris kukalovae","species","222104","Sakmarian","","295.5","290.1","41232","16.603500","49.458000"
"1075137","occ","","","114119","Opsiomylacris procera","species","232421","Asselian","","298.9","295.5","41232","16.355000","49.162998"
"1075142","occ","","","114119","Phyloblatta flabellata","species","201073","Asselian","","298.9","295.5","41234","16.355000","49.162998"
"1075143","occ","","","114141","Phyloblatta flabellata","species","201073","Asselian","","298.9","295.5","41234","14.673000","49.986000"
"1075144","occ","","","133680","Phyloblatta flabellata","species","201073","Asselian","","298.9","295.5","41234","16.590000","49.520000"
"1075145","occ","","","133681","Phyloblatta flabellata","species","201073","Asselian","","298.9","295.5","41234","16.599001","49.507999"
"1075146","occ","","","133681","Phyloblatta obliqua","species","232440","Asselian","","298.9","295.5","41234","16.599001","49.507999"
"1075147","occ","","","114186","Phyloblatta obliqua","species","232440","Sakmarian","","295.5","290.1","41234","16.603500","49.458000"
"1075148","occ","","","114186","Phyloblatta deserta","species","232442","Sakmarian","","295.5","290.1","41234","16.603500","49.458000"
"1075149","occ","","","114186","Phyloblatta disiuncta","species","232444","Sakmarian","","295.5","290.1","41234","16.603500","49.458000"
"1075150","occ","","","114186","Phyloblatta praecurvata","species","232451","Sakmarian","","295.5","290.1","41234","16.603500","49.458000"
"1075151","occ","","","114186","Phyloblatta compactiformis","species","232452","Sakmarian","","295.5","290.1","41234","16.603500","49.458000"
"1075152","occ","","","114186","Phyloblatta praecompacta","species","232453","Sakmarian","","295.5","290.1","41234","16.603500","49.458000"
"1075153","occ","","","133680","Phyloblatta obliqua","species","232440","Asselian","","298.9","295.5","41234","16.590000","49.520000"
"1075154","occ","","","133680","Phyloblatta disiuncta","species","232444","Asselian","","298.9","295.5","41234","16.590000","49.520000"
"1075155","occ","","","133680","Phyloblatta praecurvata","species","232451","Asselian","","298.9","295.5","41234","16.590000","49.520000"
"1075156","occ","","","114119","Phyloblatta praecurvata","species","232451","Asselian","","298.9","295.5","41234","16.355000","49.162998"
"1075157","occ","","","114141","Phyloblatta praecurvata","species","232451","Asselian","","298.9","295.5","41234","14.673000","49.986000"
"1075158","occ","","","133681","Phyloblatta","genus","175496","Asselian","","298.9","295.5","41234","16.599001","49.507999"
"1075159","occ","","","133681","Phyloblatta","genus","175496","Asselian","","298.9","295.5","41234","16.599001","49.507999"
"1075160","occ","","","114119","Phyloblatta","genus","175496","Asselian","","298.9","295.5","41234","16.355000","49.162998"
"1075161","occ","","","114119","Phyloblatta","genus","175496","Asselian","","298.9","295.5","41234","16.355000","49.162998"
"1075162","occ","","","114186","Phyloblatta","genus","175496","Sakmarian","","295.5","290.1","41234","16.603500","49.458000"
"1075163","occ","","","133680","Phyloblattidae","family","175498","Asselian","","298.9","295.5","41234","16.590000","49.520000"
"1075164","occ","","","133681","Phyloblatta","genus","175496","Asselian","","298.9","295.5","41234","16.599001","49.507999"
"1075165","occ","","","114186","Phyloblatta","genus","175496","Sakmarian","","295.5","290.1","41234","16.603500","49.458000"
"1075166","occ","","","114186","Phyloblatta","genus","175496","Sakmarian","","295.5","290.1","41234","16.603500","49.458000"
"1075167","occ","","","114186","Phyloblattidae","family","175498","Sakmarian","","295.5","290.1","41234","16.603500","49.458000"
"1075168","occ","","","114186","Phyloblattidae","family","175498","Sakmarian","","295.5","290.1","41234","16.603500","49.458000"
"1080711","occ","","","138912","Blattidae","family","71738","MP 13","","48.6","40.4","43376","6.840000","50.099998"
"1080712","occ","","","138912","Ectobiidae","family","260726","MP 13","","48.6","40.4","43376","6.840000","50.099998"
"1080713","occ","","","138912","Ectobiidae","family","260726","MP 13","","48.6","40.4","43376","6.840000","50.099998"
"1080714","occ","","","135643","Blaberidae","family","175561","MP 13","","48.6","40.4","43376","6.840000","50.099998"
"1080715","occ","","","138912","Blattodea","order","170227","MP 13","","48.6","40.4","43376","6.840000","50.099998"
"1080722","occ","","","135640","Ectobiidae","family","260726","MP 13","","48.6","40.4","43376","6.840000","50.099998"
"1080723","occ","","","135640","Ectobiidae","family","260726","MP 13","","48.6","40.4","43376","6.840000","50.099998"
"1080725","occ","","","135643","Ectobiidae","family","260726","MP 13","","48.6","40.4","43376","6.840000","50.099998"
"1080726","occ","","","135643","Blattidae","family","71738","MP 13","","48.6","40.4","43376","6.840000","50.099998"
"1080727","occ","","","135641","Blattidae","family","71738","MP 13","","48.6","40.4","43376","6.840000","50.099998"
"1080729","occ","","","135642","Blattidae","family","71738","MP 13","","48.6","40.4","43376","6.840000","50.099998"
"1083871","occ","","","122332","Mesoblattinidae","family","56640","Aptian","","125","113","43546","93.948997","46.377998"
"1083872","occ","","","122332","Mesoblattinidae","family","56640","Aptian","","125","113","43546","93.948997","46.377998"
"1083873","occ","","","136091","Mesoblattinidae","family","56640","Aptian","","125","113","43546","93.948997","46.377998"
"1083874","occ","","","136020","Mesoblattinidae","family","56640","Aptian","","125","113","43546","93.948997","46.377998"
"1083875","occ","","","122332","Gurvanoblatta mongolica","species","250402","Aptian","","125","113","43546","93.948997","46.377998"
"1083876","occ","","","122332","Gurvanoblatta ichesnurensis","species","250403","Aptian","","125","113","43546","93.948997","46.377998"
"1083877","occ","","","122332","Rhipidoblattina gurvaniensis","species","250400","Aptian","","125","113","43546","93.948997","46.377998"
"1093918","occ","","","128574","Friciella aurea","species","253873","Westphalian D","","311.45","306.95","44094","13.207222","49.713055"
"1093920","occ","","","128574","Metaphyloblatta nemejci","species","253878","Westphalian D","","311.45","306.95","44094","13.207222","49.713055"
"1094235","occ","","","137931","Sinoblatta laiyangensis","species","237740","Aptian","","125","113","53855","120.964996","37.049999"
"1094245","occ","","","110735","Stegoblatta irmgardgroehni","species","253993","Priabonian","","38","33.9","44117","19.940001","54.869999"
"1094367","occ","","","138002","Archimylacridae","family","191946","Westphalian C","","314.6","311.45","41866","7.351000","49.756001"
"1094370","occ","","","124244","Blattodea","order","170227","Westphalian C","","314.6","311.45","41866","7.030000","49.276001"
"1094372","occ","","","138004","Sysciophlebia","genus","212495","Stephanian","","306.95","298.9","41866","7.305000","49.416000"
"1095036","occ","","","124243","Friedrichsthalia blatteri","species","238075","Westphalian","","318.1","306.95","40899","7.095000","49.325001"
"1095818","occ","","","117610","Arcofuzia cana","species","255283","Callovian","Oxfordian","166.1","157.3","44267","119.238609","41.316387"
"1095819","occ","","","113360","Divocina noci","species","255285","Callovian","Oxfordian","166.1","157.3","44268","119.238609","41.316387"
"1096002","occ","","","138345","Archimylacridae","family","191946","Westphalian C","","314.6","311.45","40899","7.137222","49.329445"
"1096010","occ","","","138348","Archimylacridae","family","191946","Stephanian","","306.95","298.9","41866","11.542000","49.556999"
"1096011","occ","","","138348","Archimylacridae","family","191946","Stephanian","","306.95","298.9","41866","11.542000","49.556999"
"1096023","occ","","","122606","Archimylacridae","family","191946","Asselian","Sakmarian","298.9","290.1","41866","6.764000","49.327999"
"1096024","occ","","","122606","Olethroblatta minuta","species","238279","Asselian","Sakmarian","298.9","290.1","41866","6.764000","49.327999"
"1096032","occ","","","138360","Blattodea","order","170227","Asselian","","298.9","295.5","41866","7.865000","49.720001"
"1096038","occ","","","138363","Blattodea","order","170227","Stephanian","","306.95","298.9","41866","6.883333","49.283333"
"1096083","occ","","","123810","Blattodea","order","170227","Stephanian","","306.95","298.9","49952","7.118000","49.361000"
"1096087","occ","","","138157","Blattodea","order","170227","Stephanian","","306.95","298.9","41866","6.900000","49.299999"
"1096091","occ","","","155778","Syscioblatta dohrni","species","226967","Stephanian","","306.95","298.9","41866","7.350000","49.450001"
"1096097","occ","","","138377","Archimylacris diensti","species","238060","Westphalian C","","314.6","311.45","41866","6.832222","49.215557"
"1096102","occ","","","126164","Blattodea","order","170227","Stephanian","","306.95","298.9","41866","7.252000","50.889000"
"1096106","occ","","","122600","Archimylacridae","family","191946","Stephanian","","306.95","298.9","50789","7.080000","49.360001"
"1096281","occ","","","138407","Phyloblatta schusteri","species","238089","Asselian","Sakmarian","298.9","290.1","50901","7.800000","49.563999"
"1096315","occ","","","123017","Nymphoblatta azari","species","255491","Barremian","","129.4","125","44315","36.009998","34.250000"
"1096316","occ","","","123017","Elisama","genus","175958","Barremian","","129.4","125","44315","36.009998","34.250000"
"1096317","occ","","","103446","Turoniblatta israelica","species","255502","Turonian","","93.9","89.8","44315","35.049999","30.000000"
"1096318","occ","","","103446","Nehevblattella grofitica","species","255500","Turonian","","93.9","89.8","44315","35.049999","30.000000"
"1096319","occ","","","84472","Gondwablatta abrahami","species","255493","Berriasian","","145","139.8","44315","34.883331","32.450001"
"1098829","occ","","","138808","Cariblattoides labandeirai","species","256401","Bridgerian","","50.3","46.2","44499","-107.949997","39.535000"
"1098830","occ","","","138687","Cariblattoides labandeirai","species","256401","Bridgerian","","50.3","46.2","44499","-108.120003","39.540001"
"1098831","occ","","","138664","Cariblattoides labandeirai","species","256401","Bridgerian","","50.3","46.2","44499","-107.949997","39.535000"
"1098832","occ","","","138673","Cariblattoides labandeirai","species","256401","Bridgerian","","50.3","46.2","44499","-107.949997","39.535000"
"1098833","occ","","","138684","Cariblattoides labandeirai","species","256401","Bridgerian","","50.3","46.2","44499","-107.949997","39.535000"
"1098834","occ","","","138809","Cariblattoides labandeirai","species","256401","Bridgerian","","50.3","46.2","44499","-107.949997","39.535000"
"1098835","occ","","","138810","Cariblattoides labandeirai","species","256401","Bridgerian","","50.3","46.2","44499","-108.080002","39.459999"
"1099889","occ","","","124623","Coptotermes sucineus","species","220173","Early Miocene","","23.03","15.97","40154","-92.529999","17.075001"
"1099890","occ","","","124623","Heterotermes primaevus","species","220174","Early Miocene","","23.03","15.97","5142","-92.529999","17.075001"
"1099891","occ","28266","","140313","Coptotermes sucineus","species","220173","Early Miocene","","23.03","15.97","40154","-92.709999","17.139999"
"1099892","occ","","","138881","Coptotermes sucineus","species","220173","Early Miocene","","23.03","15.97","40154","-92.915001","17.299999"
"1099893","occ","","","124469","Coptotermes sucineus","species","220173","Early Miocene","","23.03","15.97","40154","-92.910004","17.330000"
"1099894","occ","","","138882","Coptotermes sucineus","species","220173","Early Miocene","","23.03","15.97","40154","-92.705002","17.195000"
"1100209","occ","","","138919","Blattapterix gansu","species","257003","Late Aptian","","122.46","112.03","44605","102.570000","37.889999"
"1100210","occ","","","122352","Ponopterix axelrodi","species","255497","Late Aptian","","122.46","112.03","54199","-39.700001","-7.125000"
"1100211","occ","","","138921","Ponopterix axelrodi","species","255497","Late Aptian","","122.46","112.03","54199","-39.700001","-7.125000"
"1100212","occ","","","121711","Petropterix mirabilis","species","257007","Aptian","","125","113","44605","99.125000","45.450001"
"1100213","occ","","","113356","Petropterix mirabilis","species","257007","Aptian","","125","113","44605","99.125000","45.450001"
"1100214","occ","","","113359","Petropterix mirabilis","species","257007","Aptian","","125","113","44605","99.125000","45.450001"
"1100215","occ","","","125194","Petropterix mirabilis","species","257007","Aptian","","125","113","44605","99.125000","45.450001"
"1100216","occ","","","138922","Petropterix mirabilis","species","257007","Aptian","","125","113","44605","99.125000","45.450001"
"1100217","occ","","","113355","Petropterix mirabilis","species","257007","Aptian","","125","113","44605","99.125000","45.450001"
"1100218","occ","","","121713","Petropterix mirabilis","species","257007","Aptian","","125","113","44605","99.125000","45.450001"
"1100219","occ","","","113356","Petropterix alexeevi","species","257008","Aptian","","125","113","44605","99.125000","45.450001"
"1100220","occ","","","138923","Petropterix kukalovae","species","257009","Albian","","113","100.5","44605","96.475998","40.104000"
"1100221","occ","","","122549","Petropterix sibirix","species","257010","Aptian","","125","113","44605","112.089996","53.299999"
"1100222","occ","","","118216","Petropterix sibirix","species","257010","Aptian","","125","113","44605","112.089996","53.299999"
"1100223","occ","","","105536","Petropterix sibirix","species","257010","Aptian","","125","113","44605","112.089996","53.299999"
"1100224","occ","","","138924","Elytropterix magnificiens","species","257012","Aptian","","125","113","44605","99.133888","45.446667"
"1100225","occ","","","110895","Jantaropterix newjersey","species","257014","Turonian","","93.9","89.8","44605","-74.321945","40.465557"
"1100273","occ","","","138936","Mastotermes heerii","species","277556","Late Miocene","","11.608","5.333","50728","16.799999","51.028000"
