"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Blattodea&show=coords,acconly"
"Access Time","Mon 2017-03-13 20:35:32 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Blattodea"
"","timerule","major"
"","taxon_status","all"
"","show","coords,acconly"
"Elapsed Time","0.168"
"Records Found","2578"
"Records Returned","2578"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat"
"1210998","occ","","","121979","Blattodea","order","170227","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1210999","occ","","","121979","Blattodea","order","170227","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1211000","occ","","","121979","Phyloblatta parva","species","236667","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1211001","occ","","","121979","Phyloblatta parva","species","236667","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1211030","occ","","","121979","Phyloblatta parva","species","236667","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1211031","occ","","","121979","Blattodea","order","170227","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1211032","occ","","","121979","Blattodea","order","170227","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1211033","occ","","","121979","Anthracoblattina","genus","179346","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1211034","occ","30035","","121979","Blattodea","order","170227","Gzhelian","","303.7","298.9","51620","2.750000","46.290001"
"1211035","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1211036","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1211037","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1211038","occ","","","121979","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1211039","occ","","","121979","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1211040","occ","30034","","121979","Archoblattina boulei","species","236661","Gzhelian","","303.7","298.9","51620","2.750000","46.290001"
"1211041","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","51535","2.750000","46.290001"
"1211087","occ","","","122489","Termes siruguei","species","277649","Chattian","","28.1","23.03","51553","5.454000","43.523998"
"1211103","occ","","","122549","Vitisma rasnitsyni","species","296884","Aptian","","125","113","51570","112.089996","53.299999"
"1211104","occ","","","125412","Vitisma rasnitsyni","species","296884","Aptian","","125","113","51570","112.089996","53.299999"
"1211105","occ","","","125413","Vitisma rasnitsyni","species","296884","Aptian","","125","113","51570","112.089996","53.299999"
"1211106","occ","","","157030","Vitisma rasnitsyni","species","296884","Aptian","","125","113","51570","112.089996","53.299999"
"1211107","occ","","","106103","Vitisma rasnitsyni","species","296884","Aptian","","125","113","51570","112.089996","53.299999"
"1211215","occ","","","133419","Cretacechorista qilianshanensis","species","296976","Late Aptian","","122.46","112.03","51638","97.565002","39.750000"
"1211218","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","48511","2.750000","46.290001"
"1211219","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","48511","2.750000","46.290001"
"1211220","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","48511","2.750000","46.290001"
"1211221","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","48511","2.750000","46.290001"
"1211222","occ","","","121979","Phyloblatta gaudryi","species","212733","Gzhelian","","303.7","298.9","48511","2.750000","46.290001"
"1211223","occ","","","121979","Anthracoblattina gigantea","species","224771","Gzhelian","","303.7","298.9","48511","2.750000","46.290001"
"1211224","occ","","","121979","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","48511","2.750000","46.290001"
"1211225","occ","","","121979","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","48511","2.750000","46.290001"
"1211226","occ","","","121979","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","48511","2.750000","46.290001"
"1211227","occ","","","121979","Dictyomylacris insignis","species","230146","Gzhelian","","303.7","298.9","48511","2.750000","46.290001"
"1211350","occ","","","104659","Isoptera","infraorder","71739","Late Aptian","","122.46","112.03","51688","-39.700001","-7.125000"
"1211351","occ","","","104659","Isoptera","infraorder","71739","Late Aptian","","122.46","112.03","51688","-39.700001","-7.125000"
"1211352","occ","","","104659","Isoptera","infraorder","71739","Late Aptian","","122.46","112.03","51688","-39.700001","-7.125000"
"1211443","occ","","","157321","Isoptera","infraorder","71739","Turolian","","8.7","5.333","51669","4.682000","44.678001"
"1211698","occ","","","157347","Isoptera","infraorder","71739","Lutetian","","47.8","41.3","51754","-89.336998","34.858002"
"1212106","occ","","","157407","Archimylacris pruvosti","species","297485","Westphalian B","","314.6","314.6","51787","5.999000","50.945000"
"1212644","occ","","","156314","Rhipidoblattina emacerata","species","297717","Callovian","Oxfordian","166.1","157.3","51821","117.605003","40.959999"
"1212651","occ","","","157564","Blattula mirta","species","297775","Callovian","Oxfordian","166.1","157.3","51821","118.324997","40.910000"
"1212652","occ","","","157564","Blattula kellos","species","297776","Callovian","Oxfordian","166.1","157.3","51821","118.324997","40.910000"
"1213020","occ","","","157658","Ctenoblattina dignata","species","298225","Callovian","Oxfordian","166.1","157.3","51850","120.754997","41.474998"
"1213027","occ","","","157659","Rhipidoblattina longa","species","298223","Pliensbachian","Toarcian","190.8","174.1","51850","120.285004","41.570000"
"1213028","occ","","","157659","Euryblattula chaoyangensis","species","298227","Pliensbachian","Toarcian","190.8","174.1","51850","120.285004","41.570000"
"1213029","occ","","","157659","Rhipidoblattina mayingziensis","species","298224","Pliensbachian","Toarcian","190.8","174.1","51850","120.285004","41.570000"
"1213030","occ","","","157660","Rhipidoblattina longa","species","298223","Pliensbachian","Toarcian","190.8","174.1","51850","120.595001","41.619999"
"1213031","occ","","","157660","Euryblattula beipiaoensis","species","298226","Pliensbachian","Toarcian","190.8","174.1","51850","120.595001","41.619999"
"1213032","occ","","","157657","Ctenoblattina dignata","species","298225","Callovian","Oxfordian","166.1","157.3","51850","120.750000","41.750000"
"1213033","occ","","","157661","Taublatta yangshugouensis","species","291342","Pliensbachian","Toarcian","190.8","174.1","51850","120.169998","41.292000"
"1213783","occ","","","122552","Piniblattella vitimica","species","279116","Aptian","","125","113","48296","112.089996","53.299999"
"1213784","occ","","","105969","Piniblattella vitimica","species","279116","Aptian","","125","113","51890","112.089996","53.299999"
"1213785","occ","","","118216","Piniblattella vitimica","species","279116","Aptian","","125","113","51890","112.089996","53.299999"
"1213786","occ","","","157779","Piniblattella minuta","species","298957","Aptian","","125","113","51890","112.089996","53.299999"
"1213787","occ","","","119498","Piniblattella minuta","species","298957","Aptian","","125","113","51890","112.089996","53.299999"
"1213788","occ","","","122549","Piniblattella minuta","species","298957","Aptian","","125","113","51890","112.089996","53.299999"
"1213789","occ","","","122552","Piniblattella minuta","species","298957","Aptian","","125","113","51890","112.089996","53.299999"
"1213790","occ","","","122551","Archimesoblatta altera","species","290988","Aptian","","125","113","51890","112.089996","53.299999"
"1213791","occ","","","157780","Praeblattella elegans","species","292104","Aptian","","125","113","51890","112.089996","53.299999"
"1218563","occ","","","105044","Permoponopterix lodevensis","species","301038","Artinskian","","290.1","279.3","52074","3.297000","43.646000"
"1218564","occ","","","105045","Permoponopterix lodevensis","species","301038","Kungurian","","279.3","272.3","52074","3.322000","43.646000"
"1220705","occ","","","124847","Grandocularis kurnubinsi","species","302091","Albian","","113","100.5","52170","35.540001","32.110001"
"1220713","occ","","","124847","Ardatermes kudaludi","species","277673","Albian","","113","100.5","52170","35.540001","32.110001"
"1221786","occ","","","123019","Lutetiatermes priscus","species","277668","Early Cenomanian","","99.6","93.5","52231","0.260000","47.823002"
"1221787","occ","","","123019","Lutetiatermes","genus","277667","Early Cenomanian","","99.6","93.5","52231","0.260000","47.823002"
"1221959","occ","","","109196","Ulmeriella strausi","species","277683","Piacenzian","","3.6","2.588","52246","10.109000","51.779999"
"1221960","occ","","","109196","Reticulitermes pliozaenicus","species","277635","Piacenzian","","3.6","2.588","52246","10.109000","51.779999"
"1222285","occ","","","160132","Opsiomylacris posthumus","species","236647","Asselian","Sakmarian","298.9","290.1","52263","10.717000","50.707001"
"1223949","occ","","","160470","Rhipidoblattina kisylkiensis","species","303702","Pliensbachian","","190.8","182.7","52375","72.128998","40.250000"
"1223999","occ","","","123456","Nasutitermes","genus","224245","Early Miocene","","23.03","15.97","52386","-92.684723","16.541389"
"1224066","occ","","","147652","Reticulitermes minimus","species","277633","Priabonian","","38","33.9","52388","19.940001","54.869999"
"1224067","occ","","","109625","Termopsis bremii","species","200461","Priabonian","","38","33.9","49545","18.590000","54.439999"
"1224068","occ","","","155659","Macrotermes scheuthlei","species","277644","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224069","occ","","","155659","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224070","occ","","","127614","Glyptotermites assmuthi","species","277619","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224071","occ","","","127614","Rhinotermites wasmanni","species","277642","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224072","occ","","","127614","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224073","occ","","","127614","Macrotermes scheuthlei","species","277644","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224094","occ","","","127614","Proelectrotermes roseni","species","260597","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224095","occ","","","127614","Proelectrotermes roseni","species","260597","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224096","occ","","","127614","Rhinotermites dzierzoni","species","277640","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224097","occ","","","127614","Rhinotermites kuehni","species","277641","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224098","occ","","","127614","Reticulitermes dofleini","species","277628","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224099","occ","","","127614","Metatermites statzi","species","277651","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224100","occ","","","127614","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224101","occ","","","127614","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224102","occ","","","127614","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224103","occ","","","127614","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224104","occ","","","127614","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224105","occ","","","127614","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224106","occ","","","127614","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224115","occ","","","155661","Mastotermites stuttgartensis","species","277565","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224116","occ","","","155661","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224117","occ","","","155661","Termitinae","subfamily","181625","MN 5","","15.97","13.65","52387","9.525000","48.574001"
"1224562","occ","","","124282","Dolichorhinotermes dominicanus","species","277636","Burdigalian","Langhian","20.44","13.82","52424","-70.605003","19.549999"
"1224721","occ","30966","","160734","Spiloblattina homigtalensis","species","317974","Sakmarian","","295.5","290.1","54806","10.780000","50.540001"
"1224722","occ","30969","","128478","Spiloblattina sperbersbachensis","species","317975","Sakmarian","","295.5","290.1","54806","10.860000","50.680000"
"1224744","occ","","","155819","Kunguroblattina decora","species","271095","Kungurian","","279.3","272.3","53809","57.750000","57.799999"
"1225238","occ","","","160862","Blatta","genus","200713","Chattian","","28.1","23.03","51684","1.690000","44.352001"
"1226883","occ","","","161261","Elisama brevis","species","204143","Late Aptian","","122.46","112.03","38324","-39.700001","-7.125000"
"1227610","occ","","","104052","Meiatermes bertrani","species","277676","Early Barremian","","130","125.45","52597","0.958000","42.008999"
"1227611","occ","","","123437","Meiatermes bertrani","species","277676","Early Barremian","","130","125.45","52597","0.890000","42.020000"
"1227612","occ","","","161433","Meiatermes bertrani","species","277676","Early Barremian","","130","125.45","52597","0.890000","42.020000"
