"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Blattodea&show=acconly"
"Access Time","Wed 2017-03-08 23:30:50 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Blattodea"
"","timerule","major"
"","taxon_status","all"
"","show","acconly"
"Elapsed Time","0.177"
"Records Found","2578"
"Records Returned","2578"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1045650","occ","","","128477","Opsiomylacris phyloblattoidea","species","236454","Asselian","Sakmarian","298.9","290.1","41102"
"1045651","occ","","","128477","Compsoblattidae","family","236369","Asselian","Sakmarian","298.9","290.1","41102"
"1045652","occ","","","128478","Compsoblatta","genus","234514","Sakmarian","","295.5","290.1","41102"
"1045653","occ","","","125736","Compsoblatta nobilis","species","226835","Stephanian C","","303.4","301.2","41102"
"1045654","occ","","","125736","Compsoblatta anthracophila","species","201075","Stephanian C","","303.4","301.2","41102"
"1045655","occ","","","125736","Compsoblatta plana","species","226655","Stephanian C","","303.4","301.2","41102"
"1045656","occ","","","125736","Sysciophlebia subtilis","species","226948","Stephanian C","","303.4","301.2","41102"
"1045658","occ","","","127934","Sysciophlebia balteata","species","201283","Asselian","Sakmarian","298.9","290.1","41102"
"1045659","occ","","","155777","Sysciophlebia hercynica","species","236134","Asselian","","298.9","295.5","41102"
"1045680","occ","","","128485","Archimylacridae","family","191946","Sakmarian","","295.5","290.1","51277"
"1045682","occ","","","128485","Archimylacridae","family","191946","Sakmarian","","295.5","290.1","51277"
"1045724","occ","","","127934","Anthracoblattina rueckerti","species","201163","Asselian","Sakmarian","298.9","290.1","41102"
"1045725","occ","","","128485","Anthracoblattina porrecta","species","201156","Sakmarian","","295.5","290.1","51277"
"1045726","occ","","","111009","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","41102"
"1045727","occ","","","111009","Xenoblatta muetzei","species","236323","Stephanian C","","303.4","301.2","41102"
"1045728","occ","","","125736","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","41102"
"1045729","occ","","","122579","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","41102"
"1046022","occ","","","127934","Phyloblatta flabellata","species","201073","Asselian","Sakmarian","298.9","290.1","41102"
"1046023","occ","","","128548","Phyloblatta flabellata","species","201073","Sakmarian","","295.5","290.1","41102"
"1046024","occ","","","125736","Phyloblatta splendens","species","222373","Stephanian C","","303.4","301.2","41102"
"1046025","occ","","","128478","Phyloblatta gimmi","species","236312","Sakmarian","","295.5","290.1","41102"
"1046035","occ","","","125736","Phyloblatta amabilis","species","226693","Stephanian C","","303.4","301.2","41102"
"1046037","occ","","","111009","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","41102"
"1046039","occ","","","127934","Xenoblatta ornatissima","species","232776","Asselian","Sakmarian","298.9","290.1","41102"
"1046044","occ","","","128552","Periplaneta lacera","species","238377","Middle Miocene","","15.97","11.608","16579"
"1046046","occ","","","128552","Glyptotermes shandongianus","species","238378","Middle Miocene","","15.97","11.608","16579"
"1046064","occ","","","128551","Periplaneta hylecoeta","species","238376","Middle Miocene","","15.97","11.608","16579"
"1046065","occ","","","128551","Phantocephalus meridionalis","species","71379","Middle Miocene","","15.97","11.608","16579"
"1046094","occ","","","128548","Anthracoblattina rueckerti","species","201163","Sakmarian","","295.5","290.1","41102"
"1046095","occ","","","155777","Anthracoblattina rueckerti","species","201163","Asselian","","298.9","295.5","41102"
"1048237","occ","","","128986","Manoblatta chalardi","species","239144","Westphalian B","","314.6","314.6","42051"
"1051406","occ","","","129714","Blattodea","order","170227","Stephanian","","306.95","298.9","49442"
"1060997","occ","","","131053","Manoblatta schmidtii","species","242218","Westphalian A","","318.1","314.6","42334"
"1066061","occ","","","153651","Liadoblattina blakei","species","201883","Early Toarcian","","183","182","43005"
"1066133","occ","29664","","115222","Caloblattina liasina","species","221991","Rhaetian","","208.5","201.3","47505"
"1066139","occ","29374","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","35209"
"1066140","occ","29378","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","35209"
"1066141","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","50580"
"1066142","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","35209"
"1066143","occ","","","123987","Blattula geinitzi","species","201901","Early Toarcian","","183","182","35209"
"1066144","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","49169"
"1066145","occ","29665","","113961","Blattula incompleta","species","242095","Rhaetian","","208.5","201.3","47505"
"1066146","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","50580"
"1066147","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","35209"
"1066148","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","35209"
"1066149","occ","","","123987","Caloblattina mathildae","species","201879","Early Toarcian","","183","182","35209"
"1066150","occ","","","131766","Schambeloblattina formosa","species","242105","Angulata","","201.3","196.5","49724"
"1066151","occ","29666","","115222","Actinoblattula brodiei","species","242108","Rhaetian","","208.5","201.3","35209"
"1066159","occ","","","131766","Mesoblattina angustata","species","242109","Angulata","","201.3","196.5","50652"
"1066160","occ","","","131766","Mesoblattinidae","family","56640","Angulata","","201.3","196.5","50652"
"1066161","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","35209"
"1066162","occ","","","123987","Liadoblattina blakei","species","201883","Early Toarcian","","183","182","35209"
"1066648","occ","","","131930","Aissoblatta brachyna","species","243491","Capitanian","","265.1","259.9","42530"
"1066655","occ","","","131934","Phyloblatta parviradia","species","243492","Guadalupian","","272.3","259.9","42531"
"1069953","occ","","","114060","Parallelophora anomala","species","245099","Lutetian","","47.8","41.3","42651"
"1069954","occ","","","114060","Parallelophora acuta","species","245100","Lutetian","","47.8","41.3","42651"
"1069955","occ","","","114060","Telmablatta impar","species","245102","Lutetian","","47.8","41.3","42651"
"1069956","occ","","","114060","Isoplates longipennis","species","245104","Lutetian","","47.8","41.3","42651"
"1069957","occ","","","114060","Blattodea","order","170227","Lutetian","","47.8","41.3","42651"
"1069959","occ","","","114060","Eotermes multivenosus","species","245283","Lutetian","","47.8","41.3","42651"
"1070965","occ","","","117610","Parvifuzia peregrina","species","246007","Callovian","Oxfordian","166.1","157.3","42781"
"1074394","occ","","","133535","Ctenoblattina arcta","species","247413","Late Berriasian","","145","140.2","43005"
"1074395","occ","29615","","104008","Nannoblattina pinna","species","247415","Middle Berriasian","","145","140.2","47505"
"1074396","occ","","","133535","Artitocoblatta gossi","species","247419","Late Berriasian","","145","140.2","43005"
"1074397","occ","","","104008","Mesoblattina stricklandi","species","247417","Middle Berriasian","","145","140.2","50041"
"1074398","occ","","","133536","Blattula disjuncta","species","247421","Berriasian","","145","139.8","43005"
"1074399","occ","29528","","105966","Mesoblattina symyrus","species","247453","Early Berriasian","","145","140.2","47505"
"1074400","occ","29529","","105966","Rithma purbeccensis","species","247379","Early Berriasian","","145","140.2","47505"
"1074403","occ","29546","","117342","Mesoblattina elongata","species","247429","Late Berriasian","","145","140.2","47505"
"1074405","occ","","","117342","Blattidium molossus","species","247445","Late Berriasian","","145","140.2","49700"
"1074406","occ","","","133535","Rithma daltoni","species","247380","Late Berriasian","","145","140.2","43005"
"1074407","occ","","","133535","Rithma westwoodi","species","247378","Late Berriasian","","145","140.2","43005"
"1074408","occ","","","133535","Mesoblattina swintoni","species","247427","Late Berriasian","","145","140.2","43005"
"1074409","occ","","","133535","Mesoblattina higginsii","species","247428","Late Berriasian","","145","140.2","43005"
"1074410","occ","","","133535","Malmoblattina murrayi","species","247431","Late Berriasian","","145","140.2","43005"
"1074411","occ","","","133535","Malmoblattina brodiei","species","247382","Late Berriasian","","145","140.2","43005"
"1074412","occ","","","133535","Malmoblattina mantelli","species","247408","Late Berriasian","","145","140.2","43005"
"1074413","occ","","","133535","Malmoblattina hopei","species","247432","Late Berriasian","","145","140.2","43005"
"1074414","occ","","","133535","Malmoblattina peachi","species","247433","Late Berriasian","","145","140.2","43005"
"1074415","occ","29616","","104008","Elisama minor","species","247448","Middle Berriasian","","145","140.2","47505"
"1074416","occ","","","133535","Malmoblattina bucktoni","species","247449","Late Berriasian","","145","140.2","43005"
"1074417","occ","","","133535","Mesoblattina kirkbyi","species","247450","Late Berriasian","","145","140.2","43005"
"1074419","occ","29617","","104008","Elisama kneri","species","247447","Middle Berriasian","","145","140.2","47505"
"1074422","occ","","","105966","Blattidium symyrus","species","247527","Early Berriasian","","145","140.2","49700"
"1074425","occ","29618","","104008","Nannoblattina similis","species","247454","Middle Berriasian","","145","140.2","47505"
"1074426","occ","","","133535","Blattula prestwichii","species","247456","Late Berriasian","","145","140.2","43005"
"1074445","occ","","","133536","Nannoblattina woodwardi","species","247457","Berriasian","","145","139.8","43005"
"1074446","occ","","","133535","Dipluroblattina bailyi","species","247458","Late Berriasian","","145","140.2","43005"
"1074448","occ","","","133535","Diechoblattina wallacei","species","247461","Late Berriasian","","145","140.2","43005"
"1074449","occ","","","133535","Mesoblattina eatoni","species","247462","Late Berriasian","","145","140.2","43005"
"1074451","occ","29547","","117342","Mesoblattina anceps","species","247463","Late Berriasian","","145","140.2","47505"
"1074453","occ","29619","","104008","Mesoblattina kollari","species","247467","Middle Berriasian","","145","140.2","47505"
"1074454","occ","29620","","104008","Mesoblattina recta","species","247470","Middle Berriasian","","145","140.2","47505"
"1074455","occ","29522","","105966","Mesoblattina exigua","species","247473","Early Berriasian","","145","140.2","43005"
"1074456","occ","","","124689","Mesoblattinidae","family","56640","Rhaetian","","208.5","201.3","43005"
"1074457","occ","","","133535","Rhipidoblattina bucklandi","species","247511","Late Berriasian","","145","140.2","35209"
"1074765","occ","","","114696","Ophismoblatta sibirica","species","247374","Toarcian","","182.7","174.1","44508"
"1074766","occ","","","114696","Blattodea","order","170227","Toarcian","","182.7","174.1","44508"
"1074767","occ","","","133535","Elisama scudderi","species","247513","Late Berriasian","","145","140.2","35209"
"1074769","occ","","","133579","Mesoblattina deichmulleri","species","247530","Early Tithonian","","150.8","145","35209"
"1074772","occ","","","123144","Megalocerca longipes","species","247542","Early Tithonian","","150.8","145","35209"
"1074773","occ","29553","","117342","Blattoidea","superfamily","191945","Late Berriasian","","145","140.2","35209"
"1074924","occ","","","133665","Phyloblatta","genus","175496","Stephanian C","","303.4","301.2","43075"
"1074968","occ","","","114141","Moravamylacris ricanyensis","species","232426","Asselian","","298.9","295.5","41232"
"1074969","occ","","","133680","Moravamylacris","genus","222103","Asselian","","298.9","295.5","41232"
"1074970","occ","","","133680","Opsiomylacris svitaviensis","species","232424","Asselian","","298.9","295.5","41232"
"1074971","occ","","","133681","Opsiomylacris svitaviensis","species","232424","Asselian","","298.9","295.5","41232"
"1074972","occ","","","133681","Opsiomylacris","genus","222106","Asselian","","298.9","295.5","41232"
"1074973","occ","","","114186","Opsiomylacris svitaviensis","species","232424","Sakmarian","","295.5","290.1","41232"
"1074974","occ","","","114186","Opsiomylacris","genus","222106","Sakmarian","","295.5","290.1","41232"
"1074975","occ","","","114186","Moravamylacris kukalovae","species","222104","Sakmarian","","295.5","290.1","41232"
"1075137","occ","","","114119","Opsiomylacris procera","species","232421","Asselian","","298.9","295.5","41232"
"1075142","occ","","","114119","Phyloblatta flabellata","species","201073","Asselian","","298.9","295.5","41234"
"1075143","occ","","","114141","Phyloblatta flabellata","species","201073","Asselian","","298.9","295.5","41234"
"1075144","occ","","","133680","Phyloblatta flabellata","species","201073","Asselian","","298.9","295.5","41234"
"1075145","occ","","","133681","Phyloblatta flabellata","species","201073","Asselian","","298.9","295.5","41234"
"1075146","occ","","","133681","Phyloblatta obliqua","species","232440","Asselian","","298.9","295.5","41234"
"1075147","occ","","","114186","Phyloblatta obliqua","species","232440","Sakmarian","","295.5","290.1","41234"
"1075148","occ","","","114186","Phyloblatta deserta","species","232442","Sakmarian","","295.5","290.1","41234"
"1075149","occ","","","114186","Phyloblatta disiuncta","species","232444","Sakmarian","","295.5","290.1","41234"
"1075150","occ","","","114186","Phyloblatta praecurvata","species","232451","Sakmarian","","295.5","290.1","41234"
"1075151","occ","","","114186","Phyloblatta compactiformis","species","232452","Sakmarian","","295.5","290.1","41234"
"1075152","occ","","","114186","Phyloblatta praecompacta","species","232453","Sakmarian","","295.5","290.1","41234"
"1075153","occ","","","133680","Phyloblatta obliqua","species","232440","Asselian","","298.9","295.5","41234"
"1075154","occ","","","133680","Phyloblatta disiuncta","species","232444","Asselian","","298.9","295.5","41234"
"1075155","occ","","","133680","Phyloblatta praecurvata","species","232451","Asselian","","298.9","295.5","41234"
"1075156","occ","","","114119","Phyloblatta praecurvata","species","232451","Asselian","","298.9","295.5","41234"
"1075157","occ","","","114141","Phyloblatta praecurvata","species","232451","Asselian","","298.9","295.5","41234"
"1075158","occ","","","133681","Phyloblatta","genus","175496","Asselian","","298.9","295.5","41234"
"1075159","occ","","","133681","Phyloblatta","genus","175496","Asselian","","298.9","295.5","41234"
"1075160","occ","","","114119","Phyloblatta","genus","175496","Asselian","","298.9","295.5","41234"
"1075161","occ","","","114119","Phyloblatta","genus","175496","Asselian","","298.9","295.5","41234"
"1075162","occ","","","114186","Phyloblatta","genus","175496","Sakmarian","","295.5","290.1","41234"
"1075163","occ","","","133680","Phyloblattidae","family","175498","Asselian","","298.9","295.5","41234"
"1075164","occ","","","133681","Phyloblatta","genus","175496","Asselian","","298.9","295.5","41234"
"1075165","occ","","","114186","Phyloblatta","genus","175496","Sakmarian","","295.5","290.1","41234"
"1075166","occ","","","114186","Phyloblatta","genus","175496","Sakmarian","","295.5","290.1","41234"
"1075167","occ","","","114186","Phyloblattidae","family","175498","Sakmarian","","295.5","290.1","41234"
"1075168","occ","","","114186","Phyloblattidae","family","175498","Sakmarian","","295.5","290.1","41234"
"1080711","occ","","","138912","Blattidae","family","71738","MP 13","","48.6","40.4","43376"
"1080712","occ","","","138912","Ectobiidae","family","260726","MP 13","","48.6","40.4","43376"
"1080713","occ","","","138912","Ectobiidae","family","260726","MP 13","","48.6","40.4","43376"
"1080714","occ","","","135643","Blaberidae","family","175561","MP 13","","48.6","40.4","43376"
"1080715","occ","","","138912","Blattodea","order","170227","MP 13","","48.6","40.4","43376"
"1080722","occ","","","135640","Ectobiidae","family","260726","MP 13","","48.6","40.4","43376"
"1080723","occ","","","135640","Ectobiidae","family","260726","MP 13","","48.6","40.4","43376"
"1080725","occ","","","135643","Ectobiidae","family","260726","MP 13","","48.6","40.4","43376"
"1080726","occ","","","135643","Blattidae","family","71738","MP 13","","48.6","40.4","43376"
"1080727","occ","","","135641","Blattidae","family","71738","MP 13","","48.6","40.4","43376"
"1080729","occ","","","135642","Blattidae","family","71738","MP 13","","48.6","40.4","43376"
"1083871","occ","","","122332","Mesoblattinidae","family","56640","Aptian","","125","113","43546"
"1083872","occ","","","122332","Mesoblattinidae","family","56640","Aptian","","125","113","43546"
"1083873","occ","","","136091","Mesoblattinidae","family","56640","Aptian","","125","113","43546"
"1083874","occ","","","136020","Mesoblattinidae","family","56640","Aptian","","125","113","43546"
"1083875","occ","","","122332","Gurvanoblatta mongolica","species","250402","Aptian","","125","113","43546"
"1083876","occ","","","122332","Gurvanoblatta ichesnurensis","species","250403","Aptian","","125","113","43546"
"1083877","occ","","","122332","Rhipidoblattina gurvaniensis","species","250400","Aptian","","125","113","43546"
"1093918","occ","","","128574","Friciella aurea","species","253873","Westphalian D","","311.45","306.95","44094"
"1093920","occ","","","128574","Metaphyloblatta nemejci","species","253878","Westphalian D","","311.45","306.95","44094"
"1094235","occ","","","137931","Sinoblatta laiyangensis","species","237740","Aptian","","125","113","53855"
"1094245","occ","","","110735","Stegoblatta irmgardgroehni","species","253993","Priabonian","","38","33.9","44117"
"1094367","occ","","","138002","Archimylacridae","family","191946","Westphalian C","","314.6","311.45","41866"
"1094370","occ","","","124244","Blattodea","order","170227","Westphalian C","","314.6","311.45","41866"
"1094372","occ","","","138004","Sysciophlebia","genus","212495","Stephanian","","306.95","298.9","41866"
"1095036","occ","","","124243","Friedrichsthalia blatteri","species","238075","Westphalian","","318.1","306.95","40899"
"1095818","occ","","","117610","Arcofuzia cana","species","255283","Callovian","Oxfordian","166.1","157.3","44267"
"1095819","occ","","","113360","Divocina noci","species","255285","Callovian","Oxfordian","166.1","157.3","44268"
"1096002","occ","","","138345","Archimylacridae","family","191946","Westphalian C","","314.6","311.45","40899"
"1096010","occ","","","138348","Archimylacridae","family","191946","Stephanian","","306.95","298.9","41866"
"1096011","occ","","","138348","Archimylacridae","family","191946","Stephanian","","306.95","298.9","41866"
"1096023","occ","","","122606","Archimylacridae","family","191946","Asselian","Sakmarian","298.9","290.1","41866"
"1096024","occ","","","122606","Olethroblatta minuta","species","238279","Asselian","Sakmarian","298.9","290.1","41866"
"1096032","occ","","","138360","Blattodea","order","170227","Asselian","","298.9","295.5","41866"
"1096038","occ","","","138363","Blattodea","order","170227","Stephanian","","306.95","298.9","41866"
"1096083","occ","","","123810","Blattodea","order","170227","Stephanian","","306.95","298.9","49952"
"1096087","occ","","","138157","Blattodea","order","170227","Stephanian","","306.95","298.9","41866"
"1096091","occ","","","155778","Syscioblatta dohrni","species","226967","Stephanian","","306.95","298.9","41866"
"1096097","occ","","","138377","Archimylacris diensti","species","238060","Westphalian C","","314.6","311.45","41866"
"1096102","occ","","","126164","Blattodea","order","170227","Stephanian","","306.95","298.9","41866"
"1096106","occ","","","122600","Archimylacridae","family","191946","Stephanian","","306.95","298.9","50789"
"1096281","occ","","","138407","Phyloblatta schusteri","species","238089","Asselian","Sakmarian","298.9","290.1","50901"
"1096315","occ","","","123017","Nymphoblatta azari","species","255491","Barremian","","129.4","125","44315"
"1096316","occ","","","123017","Elisama","genus","175958","Barremian","","129.4","125","44315"
"1096317","occ","","","103446","Turoniblatta israelica","species","255502","Turonian","","93.9","89.8","44315"
"1096318","occ","","","103446","Nehevblattella grofitica","species","255500","Turonian","","93.9","89.8","44315"
"1096319","occ","","","84472","Gondwablatta abrahami","species","255493","Berriasian","","145","139.8","44315"
"1098829","occ","","","138808","Cariblattoides labandeirai","species","256401","Bridgerian","","50.3","46.2","44499"
"1098830","occ","","","138687","Cariblattoides labandeirai","species","256401","Bridgerian","","50.3","46.2","44499"
"1098831","occ","","","138664","Cariblattoides labandeirai","species","256401","Bridgerian","","50.3","46.2","44499"
"1098832","occ","","","138673","Cariblattoides labandeirai","species","256401","Bridgerian","","50.3","46.2","44499"
"1098833","occ","","","138684","Cariblattoides labandeirai","species","256401","Bridgerian","","50.3","46.2","44499"
"1098834","occ","","","138809","Cariblattoides labandeirai","species","256401","Bridgerian","","50.3","46.2","44499"
"1098835","occ","","","138810","Cariblattoides labandeirai","species","256401","Bridgerian","","50.3","46.2","44499"
"1099889","occ","","","124623","Coptotermes sucineus","species","220173","Early Miocene","","23.03","15.97","40154"
"1099890","occ","","","124623","Heterotermes primaevus","species","220174","Early Miocene","","23.03","15.97","5142"
"1099891","occ","28266","","140313","Coptotermes sucineus","species","220173","Early Miocene","","23.03","15.97","40154"
"1099892","occ","","","138881","Coptotermes sucineus","species","220173","Early Miocene","","23.03","15.97","40154"
"1099893","occ","","","124469","Coptotermes sucineus","species","220173","Early Miocene","","23.03","15.97","40154"
"1099894","occ","","","138882","Coptotermes sucineus","species","220173","Early Miocene","","23.03","15.97","40154"
"1100209","occ","","","138919","Blattapterix gansu","species","257003","Late Aptian","","122.46","112.03","44605"
"1100210","occ","","","122352","Ponopterix axelrodi","species","255497","Late Aptian","","122.46","112.03","54199"
"1100211","occ","","","138921","Ponopterix axelrodi","species","255497","Late Aptian","","122.46","112.03","54199"
"1100212","occ","","","121711","Petropterix mirabilis","species","257007","Aptian","","125","113","44605"
"1100213","occ","","","113356","Petropterix mirabilis","species","257007","Aptian","","125","113","44605"
"1100214","occ","","","113359","Petropterix mirabilis","species","257007","Aptian","","125","113","44605"
"1100215","occ","","","125194","Petropterix mirabilis","species","257007","Aptian","","125","113","44605"
"1100216","occ","","","138922","Petropterix mirabilis","species","257007","Aptian","","125","113","44605"
"1100217","occ","","","113355","Petropterix mirabilis","species","257007","Aptian","","125","113","44605"
"1100218","occ","","","121713","Petropterix mirabilis","species","257007","Aptian","","125","113","44605"
"1100219","occ","","","113356","Petropterix alexeevi","species","257008","Aptian","","125","113","44605"
"1100220","occ","","","138923","Petropterix kukalovae","species","257009","Albian","","113","100.5","44605"
"1100221","occ","","","122549","Petropterix sibirix","species","257010","Aptian","","125","113","44605"
"1100222","occ","","","118216","Petropterix sibirix","species","257010","Aptian","","125","113","44605"
"1100223","occ","","","105536","Petropterix sibirix","species","257010","Aptian","","125","113","44605"
"1100224","occ","","","138924","Elytropterix magnificiens","species","257012","Aptian","","125","113","44605"
"1100225","occ","","","110895","Jantaropterix newjersey","species","257014","Turonian","","93.9","89.8","44605"
"1100273","occ","","","138936","Mastotermes heerii","species","277556","Late Miocene","","11.608","5.333","50728"
"1100372","occ","","","138944","Periplaneta sphodra","species","257182","Middle Miocene","","15.97","11.608","36942"
"1100376","occ","","","138945","Kalotermes nigellus","species","257188","Middle Miocene","","15.97","11.608","36942"
"1100377","occ","","","138946","Kalotermes nisus","species","257189","Middle Miocene","","15.97","11.608","36942"
"1100378","occ","","","138945","Kalotermes fossus","species","257190","Middle Miocene","","15.97","11.608","36942"
"1100404","occ","","","123985","Progeotrupes jurassicus","species","256385","Early Tithonian","","150.8","145","49017"
"1100714","occ","","","138972","Blattodea","order","170227","Aegean","Bithynian","247.2","242","44661"
"1104694","occ","","","122986","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201"
"1104696","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201"
"1104697","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201"
"1104698","occ","","","123987","Blattula intercalata","species","201907","Early Toarcian","","183","182","37201"
"1104699","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201"
"1104700","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201"
"1104701","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201"
"1104702","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201"
"1104703","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201"
"1104704","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201"
"1104705","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201"
"1104706","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201"
"1104707","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201"
"1104708","occ","","","123987","Blattula langfeldti","species","201892","Early Toarcian","","183","182","37201"
"1104709","occ","","","123987","Liadoblattina blakei","species","201883","Early Toarcian","","183","182","37201"
"1105200","occ","","","139730","Blattodea","order","170227","Stephanian","","306.95","298.9","44928"
"1105208","occ","","","139734","Phylomylacris reisbachensis","species","258977","Stephanian B","","304.8","303.4","44933"
"1105211","occ","","","139734","Phylomylacris reisbachensis","species","258977","Stephanian B","","304.8","303.4","44933"
"1105263","occ","","","123144","Lithoblatta lithophila","species","217518","Early Tithonian","","150.8","145","8341"
"1106051","occ","","","133578","Lithoblatta lithophila","species","217518","Early Tithonian","","150.8","145","8357"
"1106256","occ","","","139876","Lithoblatta lithophila","species","217518","Early Tithonian","","150.8","145","8346"
"1106363","occ","","","122586","Lithoblatta lithophila","species","217518","Early Tithonian","","150.8","145","8346"
"1107728","occ","","","140161","Atimoblatta reducta","species","260305","Atokan","","318.1","311.45","45266"
"1107729","occ","","","140161","Blattodea","order","170227","Atokan","","318.1","311.45","45266"
"1107732","occ","","","140162","Brachymylacris bassleri","species","260308","Moscovian","","315.2","307","45266"
"1107733","occ","","","140162","Ptilomylacris medialis","species","260310","Moscovian","","315.2","307","45266"
"1107734","occ","","","140162","Dictyomylacris","genus","230145","Moscovian","","315.2","307","45266"
"1107735","occ","","","140162","Phthinomylacris pauper","species","260311","Moscovian","","315.2","307","45266"
"1107736","occ","","","140162","Archimylacridae","family","191946","Moscovian","","315.2","307","45266"
"1108095","occ","","","123493","Garmitermes succineus","species","260585","Priabonian","","38","33.9","45298"
"1108096","occ","","","123493","Termopsis ukapirmasi","species","260586","Priabonian","","38","33.9","45298"
"1108097","occ","","","123493","Termopsis bremii","species","200461","Priabonian","","38","33.9","45298"
"1108098","occ","","","123493","Reticulitermes antiquus","species","260601","Priabonian","","38","33.9","45298"
"1108099","occ","","","140221","Electrotermes affinis","species","260606","Priabonian","","38","33.9","45339"
"1108100","occ","","","140221","Reticulitermes antiquus","species","260601","Priabonian","","38","33.9","45339"
"1108101","occ","","","140221","Parastylotermes robustus","species","260604","Priabonian","","38","33.9","45339"
"1108414","occ","","","122982","Anaplecta","genus","260724","Burdigalian","Langhian","20.44","13.82","45337"
"1108415","occ","","","122982","Cariblatta","genus","260728","Burdigalian","Langhian","20.44","13.82","45337"
"1108416","occ","","","122982","Cariblatta","genus","260728","Burdigalian","Langhian","20.44","13.82","45337"
"1108417","occ","","","122982","Euthlastoblatta","genus","260730","Burdigalian","Langhian","20.44","13.82","45337"
"1108418","occ","","","122982","Holocompsa","genus","260731","Burdigalian","Langhian","20.44","13.82","45337"
"1108419","occ","","","122982","Pseudosymploce","genus","260733","Burdigalian","Langhian","20.44","13.82","45337"
"1108420","occ","","","122473","Euthlastoblatta","genus","260730","Burdigalian","Langhian","20.44","13.82","45337"
"1108421","occ","","","122473","Plectoptera","genus","260732","Burdigalian","Langhian","20.44","13.82","45337"
"1108443","occ","","","127644","Mastotermes bournemouthensis","species","260753","Lutetian","","47.8","41.3","45339"
"1108444","occ","","","21976","Mastotermes anglicus","species","217464","Priabonian","","38","33.9","45339"
"1108445","occ","","","117246","Mastotermes croaticus","species","260755","Sarmatian","","12.7","11.608","45339"
"1108446","occ","","","109058","Miotermes randeckensis","species","260757","MN 5","","15.97","13.65","45339"
"1108447","occ","","","109058","Termitinae","subfamily","181625","MN 5","","15.97","13.65","45339"
"1108541","occ","","","140292","Blattodea","order","170227","Cenomanian","","100.5","93.9","45361"
"1108542","occ","","","140292","Blattodea","order","170227","Cenomanian","","100.5","93.9","45361"
"1108593","occ","","","123991","Termes","genus","195819","Holocene","","0.0117","0","45380"
"1108950","occ","","","122352","Mariconitermes talicei","species","228542","Late Aptian","","122.46","112.03","45425"
"1108951","occ","","","140371","Mariconitermes talicei","species","228542","Late Aptian","","122.46","112.03","45425"
"1108952","occ","","","122922","Mariconitermes talicei","species","228542","Late Aptian","","122.46","112.03","45425"
"1108953","occ","","","122352","Cratomastotermes wolfschwenningeri","species","228536","Late Aptian","","122.46","112.03","45425"
"1108954","occ","","","140371","Cratomastotermes wolfschwenningeri","species","228536","Late Aptian","","122.46","112.03","45425"
"1108955","occ","","","140371","Meiatermes araripena","species","178676","Late Aptian","","122.46","112.03","45425"
"1108956","occ","","","140371","Cratokalotermes santanensis","species","228549","Late Aptian","","122.46","112.03","45425"
"1108957","occ","","","122352","Meiatermes hariolus","species","261059","Late Aptian","","122.46","112.03","45425"
"1108958","occ","","","122557","Meiatermes hariolus","species","261059","Late Aptian","","122.46","112.03","45425"
"1108959","occ","","","122922","Meiatermes araripena","species","178676","Late Aptian","","122.46","112.03","45425"
